row_id,timestamp,user_id,content_id,content_type_id,task_container_id,answered_correctly,prior_question_elapsed_time
2801,4643615480,24418,10540,True,839,-1,
2802,4643622441,24418,130,False,840,1,23000.0
2803,4643647406,24418,10620,False,838,1,2000.0
2804,4643694668,24418,7981,False,841,0,19000.0
2805,4643738406,24418,151,False,842,1,23000.0
2806,4643782875,24418,76,False,843,0,20000.0
2807,4643836661,24418,10436,False,844,1,23000.0
2808,4643884623,24418,7897,False,845,1,20000.0
2809,4643918930,24418,7975,False,846,1,23000.0
2810,4643967098,24418,7898,False,847,0,20000.0
2811,4643993639,24418,7898,False,849,1,24000.0
2812,4644016305,24418,130,False,850,1,3000.0
2813,4644054159,24418,10672,False,848,1,17000.0
2814,4644093656,24418,84,False,851,1,22000.0
2815,4644139493,24418,7888,False,852,0,22000.0
2816,4644174705,24418,119,False,853,1,24000.0
2817,4644190059,24418,10653,False,854,1,13000.0
2818,4644219875,24418,153,False,855,1,8000.0
2819,4644263768,24418,7967,False,856,1,23000.0
2820,4644318422,24418,7935,False,857,0,25000.0
2821,4644356779,24418,8317,True,858,-1,
2822,4644379607,24418,7935,False,859,1,22000.0
2823,4644414253,24418,76,False,860,1,17000.0
2824,4645268348,24418,4419,False,861,1,23000.0
2825,4645284637,24418,3698,False,862,1,14000.0
2826,4645337952,24418,6123,False,863,1,7000.0
2827,4645357287,24418,7994,False,864,1,44000.0
2828,4645375227,24418,5758,False,865,1,12000.0
2829,4645408387,24418,9258,False,866,0,7000.0
2830,4645452854,24418,4074,False,867,1,15000.0
2831,4645489648,24418,9965,False,868,0,30000.0
2832,4645529231,24418,4976,False,869,1,19000.0
2833,4645557353,24418,6652,False,870,1,22000.0
2834,4645593255,24418,4142,False,871,1,19000.0
2835,4645626838,24418,9540,False,872,0,24000.0
2836,4645640832,24418,4841,False,873,1,23000.0
2837,4645674431,24418,3761,False,874,1,5000.0
2838,4645696415,24418,4132,False,875,1,23000.0
2839,4645728329,24418,9429,False,876,1,7000.0
2840,4645754228,24418,5545,False,877,1,17000.0
2841,4645772463,24418,5248,False,878,1,12000.0
2842,4645806906,24418,3853,False,879,1,8000.0
2843,4645849340,24418,8679,False,880,1,25000.0
2844,4645893186,24418,6114,False,881,0,18000.0
2845,4645915814,24418,4147,False,882,1,19000.0
2846,4645930379,24418,4984,False,883,1,13000.0
2847,4645967885,24418,8316,False,884,1,7000.0
2848,4646011766,24418,6185,False,885,1,21000.0
2849,4646034846,24418,4130,False,886,0,26000.0
2850,4646091092,24418,5179,False,887,1,5000.0
2851,4646113535,24418,8836,False,888,1,41000.0
2852,4646144561,24418,3978,False,889,0,15000.0
2853,4646281860,24418,28921,True,891,-1,
2854,4646295781,24418,5259,False,892,0,11000.0
2855,4646308750,24418,3978,False,893,1,8000.0
2856,4646338011,24418,8494,False,890,1,5000.0
2857,4646355082,24418,3913,False,894,1,24000.0
2858,4647332193,24418,354,False,895,1,9000.0
2859,4647367466,24418,1172,False,896,1,16000.0
2860,4647401663,24418,1142,False,897,0,17000.0
2861,4647432157,24418,765,False,898,1,20000.0
2862,4647460897,24418,936,False,899,1,14000.0
2863,4647498293,24418,1204,False,900,1,17000.0
2864,4647537649,24418,1187,False,901,0,16000.0
2865,4647568357,24418,1164,False,903,1,17000.0
2866,4647589228,24418,777,False,904,1,17000.0
2867,4647613469,24418,1302,False,905,1,15000.0
2868,4647636069,24418,280,False,906,1,18000.0
2869,4647660278,24418,1187,False,907,1,17000.0
2870,4647697546,24418,673,False,902,1,19000.0
2871,4647744229,24418,1262,False,908,1,19000.0
2872,4647789084,24418,812,False,909,0,18000.0
2873,4647831376,24418,1089,False,910,1,16000.0
2874,4647861548,24418,431,False,911,1,16000.0
2875,4647899817,24418,562,False,912,1,15000.0
2876,4647934670,24418,992,False,913,1,19000.0
2877,4647971206,24418,1252,False,914,1,16000.0
2878,4648008812,24418,656,False,915,1,15000.0
2879,4648042669,24418,513,False,916,1,17000.0
2880,4648083094,24418,1322,False,917,1,17000.0
2881,4648134228,24418,600,False,918,1,14000.0
2882,4648170047,24418,1299,False,919,1,20000.0
2883,4648209834,24418,413,False,920,0,15000.0
2884,4648306816,24418,21887,True,922,-1,
2885,4648342660,24418,1005,False,923,0,21000.0
2886,4648402125,24418,277,False,921,0,17000.0
2887,4648432233,24418,1325,False,925,1,18000.0
2888,4648467472,24418,442,False,926,0,18000.0
2889,4648509710,24418,424,False,927,0,17000.0
2890,4648539135,24418,1085,False,929,1,20000.0
2891,4648560442,24418,1142,False,930,1,14000.0
2892,4648582357,24418,896,False,931,1,15000.0
2893,4648605183,24418,1368,False,932,1,16000.0
2894,4648629910,24418,424,False,933,1,17000.0
2895,4648655006,24418,407,False,928,1,17000.0
2896,4648677795,24418,413,False,924,1,17000.0
2897,4648680593,24418,1219,False,934,1,9000.0
2898,4648705714,24418,856,False,935,0,18000.0
2899,4648735304,24418,321,False,937,1,19000.0
2900,4648756370,24418,895,False,938,1,18000.0
2901,4648770505,24418,856,False,939,1,15000.0
2902,4648793474,24418,945,False,940,1,9000.0
2903,4648812297,24418,812,False,941,1,17000.0
2904,4648835322,24418,780,False,936,1,13000.0
2905,4648869996,24418,199,False,942,0,16000.0
2906,4648917508,24418,5694,True,943,-1,
2907,4648937955,24418,199,False,944,1,18000.0
2908,4648965549,24418,877,False,945,0,16000.0
2909,4649201824,24418,2017,False,946,0,16000.0
2910,4649201824,24418,2015,False,946,0,16000.0
2911,4649201824,24418,2016,False,946,0,16000.0
2912,4649350328,24418,1880,False,947,1,25333.0
2913,4649350328,24418,1881,False,947,0,25333.0
2914,4649350328,24418,1882,False,947,1,25333.0
2915,4649493361,24418,2247,False,948,1,24000.0
2916,4649493361,24418,2246,False,948,1,24000.0
2917,4649493361,24418,2245,False,948,1,24000.0
2918,4649643767,24418,1518,False,949,0,23333.0
2919,4649643767,24418,1517,False,949,1,23333.0
2920,4649643767,24418,1519,False,949,1,23333.0
2921,4649768145,24418,1687,False,950,1,25666.0
2922,4649768145,24418,1686,False,950,1,25666.0
2923,4649768145,24418,1685,False,950,1,25666.0
2924,4649899693,24418,1718,False,951,0,24666.0
2925,4649899693,24418,1719,False,951,0,24666.0
2926,4649899693,24418,1720,False,951,1,24666.0
2927,4650030022,24418,2462,False,952,0,25333.0
2928,4650030022,24418,2463,False,952,1,25333.0
2929,4650030022,24418,2461,False,952,1,25333.0
2930,4650155196,24418,1477,False,953,1,23666.0
2931,4650155196,24418,1475,False,953,0,23666.0
2932,4650155196,24418,1476,False,953,0,23666.0
2933,4650300694,24418,2123,False,954,0,26000.0
2934,4650300694,24418,2124,False,954,1,26000.0
2935,4650300694,24418,2125,False,954,1,26000.0
2936,4650447412,24418,2383,False,955,0,27000.0
2937,4650447412,24418,2384,False,955,0,27000.0
2938,4650447412,24418,2385,False,955,1,27000.0
2939,4650563140,24418,32736,True,956,-1,
2940,4650640668,24418,1718,False,957,1,25333.0
2941,4650640668,24418,1719,False,957,1,25333.0
2942,4650640668,24418,1720,False,957,1,25333.0
2943,4650973128,24418,2198,False,958,1,23000.0
2944,4650973128,24418,2197,False,958,1,23000.0
2945,4650973128,24418,2199,False,958,0,23000.0
2946,4651085483,24418,2008,False,959,1,26000.0
2947,4651085483,24418,2007,False,959,0,26000.0
2948,4651085483,24418,2006,False,959,0,26000.0
2949,4651217001,24418,1620,False,960,1,25333.0
2950,4651217001,24418,1619,False,960,0,25333.0
2951,4651217001,24418,1621,False,960,0,25333.0
2952,4651261996,24418,21168,True,962,-1,
2953,4651347462,24418,2017,False,963,1,26666.0
2954,4651347462,24418,2015,False,963,1,26666.0
2955,4651347462,24418,2016,False,963,1,26666.0
2956,4651457440,24418,1963,False,961,1,25333.0
2957,4651457440,24418,1962,False,961,1,25333.0
2958,4651457440,24418,1961,False,961,0,25333.0
2959,4651575840,24418,2043,False,964,1,23666.0
2960,4651575840,24418,2044,False,964,0,23666.0
2961,4651575840,24418,2042,False,964,1,23666.0
2962,4651674791,24418,2129,False,965,1,22666.0
2963,4651674791,24418,2130,False,965,1,22666.0
2964,4651674791,24418,2131,False,965,1,22666.0
2965,4651777654,24418,1416,False,966,1,23666.0
2966,4651777654,24418,1417,False,966,1,23666.0
2967,4651777654,24418,1415,False,966,1,23666.0
2968,4744666959,24418,10668,False,967,1,26000.0
2969,4744751179,24418,138,False,968,1,28000.0
2970,4744792586,24418,7876,False,969,0,64000.0
2971,4744832004,24418,7947,False,970,1,21000.0
2972,4744870035,24418,10578,False,971,1,20000.0
2973,4744909614,24418,7963,False,972,1,21000.0
2974,4744960404,24418,120,False,973,1,23000.0
2975,4745014102,24418,7886,False,974,1,22000.0
2976,4745052309,24418,10554,False,975,1,25000.0
2977,4745095443,24418,7864,False,976,1,20000.0
2978,4745129461,24418,7965,False,977,1,25000.0
2979,4745168252,24418,108,False,978,1,16000.0
2980,4745207467,24418,10460,False,979,1,21000.0
2981,4745256447,24418,7901,False,980,1,23000.0
2982,4745290261,24418,7939,False,981,1,22000.0
2983,4745325951,24418,35,False,982,1,8000.0
2984,4745365069,24418,10463,False,983,1,19000.0
2985,4745406839,24418,48,False,984,1,23000.0
2986,4745460888,24418,7902,False,985,1,23000.0
2987,4745497841,24418,7915,False,986,1,23000.0
2988,4745534310,24418,10647,False,987,1,8000.0
2989,4745580575,24418,164,False,988,0,20000.0
2990,4745734423,24418,6030,False,989,0,22000.0
2991,4745785582,24418,6072,False,990,1,28000.0
2992,4745830722,24418,5009,False,991,1,20000.0
2993,4745885585,24418,6280,False,992,0,27000.0
2994,4745936336,24418,9370,False,993,1,34000.0
2995,4745994262,24418,5012,False,994,1,27000.0
2996,4746040068,24418,4141,False,995,0,34000.0
2997,4746083791,24418,4005,False,996,0,27000.0
2998,4746269053,24418,25401,True,998,-1,
2999,4746279837,24418,4005,False,999,1,25000.0
3000,4746311751,24418,5168,False,1000,1,6000.0
3001,4746346752,24418,9007,False,997,0,26000.0
3002,4746407634,24418,4772,False,1001,0,21000.0
3003,4746454220,24418,3892,False,1002,1,34000.0
3004,4746479771,24418,4386,False,1003,1,20000.0
3005,4746536838,24418,8793,False,1004,0,12000.0
3006,4746582456,24418,4569,False,1005,1,39000.0
3007,4746613699,24418,6369,False,1006,1,26000.0
3008,4746629062,24418,3559,False,1007,0,22000.0
3009,4746664857,24418,6211,False,1008,1,7000.0
3010,4746683130,24418,6336,False,1009,1,28000.0
3011,4746723512,24418,5166,False,1010,1,12000.0
3012,4746772001,24418,3872,False,1011,1,30000.0
3013,4746818717,24418,9748,False,1012,1,32000.0
3014,4746860483,24418,5626,False,1013,0,31000.0
3015,4746876643,24418,4357,False,1014,1,31000.0
3016,4746896990,24418,3609,False,1015,1,8000.0
3017,4746937505,24418,9361,False,1016,1,12000.0
3018,4746970501,24418,4455,False,1017,0,29000.0
3019,4747010142,24418,6329,False,1018,1,13000.0
3020,4747062249,24418,5585,False,1019,0,22000.0
3021,4747213068,24418,20080,True,1021,-1,
3022,4747243163,24418,6117,False,1022,1,37000.0
3023,4747251868,24418,5585,False,1023,1,25000.0
3024,4747300041,24418,9037,False,1020,0,2000.0
3025,4747327871,24418,5802,False,1024,1,29000.0
3026,4747510353,24418,1007,False,1025,1,6000.0
3027,4747539491,24418,230,False,1026,1,18000.0
3028,4747570726,24418,531,False,1027,0,16000.0
3029,4747606233,24418,480,False,1028,1,16000.0
3030,4747655258,24418,720,False,1029,0,17000.0
3031,4747699508,24418,889,False,1030,1,21000.0
3032,4747736750,24418,1158,False,1031,0,18000.0
3033,4747785401,24418,539,False,1032,0,19000.0
3034,4747820715,24418,1302,False,1034,1,22000.0
3035,4747848171,24418,1187,False,1035,1,11000.0
3036,4747878355,24418,539,False,1036,1,16000.0
3037,4747907589,24418,1158,False,1037,1,18000.0
3038,4747937459,24418,1164,False,1038,1,17000.0
3039,4747969729,24418,1380,False,1033,0,17000.0
3040,4748000578,24418,1316,False,1039,1,22000.0
3041,4748219594,24418,1014,False,1040,1,16000.0
3042,4748254882,24418,468,False,1041,1,10000.0
3043,4748278819,24418,376,False,1042,1,17000.0
3044,4748317062,24418,198,False,1043,1,9000.0
3045,4748354984,24418,1120,False,1044,0,22000.0
3046,4748457315,24418,13942,True,1046,-1,
3047,4748481131,24418,1120,False,1047,1,21000.0
3048,4748516849,24418,413,False,1048,0,13000.0
3049,4748547972,24418,894,False,1045,1,19000.0
3050,4748588990,24418,1282,False,1049,0,17000.0
3051,4748612043,24418,21152,True,1051,-1,
3052,4748638958,24418,1180,False,1052,0,16000.0
3053,4748674620,24418,442,False,1053,0,14000.0
3054,4748711186,24418,824,False,1050,0,18000.0
3055,4748761246,24418,1344,False,1055,0,16000.0
3056,4748791749,24418,984,False,1056,1,20000.0
3057,4748819994,24418,824,False,1057,1,15000.0
3058,4748851023,24418,277,False,1058,1,15000.0
3059,4748881059,24418,725,False,1059,1,19000.0
3060,4748918156,24418,647,False,1054,0,17000.0
3061,4748965925,24418,847,False,1060,0,18000.0
3062,4750174830,24418,1667,False,1061,1,17000.0
3063,4750174830,24418,1668,False,1061,1,17000.0
3064,4750174830,24418,1669,False,1061,1,17000.0
3065,4750318007,24418,2299,False,1062,1,19666.0
3066,4750318007,24418,2300,False,1062,0,19666.0
3067,4750318007,24418,2301,False,1062,0,19666.0
3068,4750475322,24418,1474,False,1063,0,28666.0
3069,4750475322,24418,1473,False,1063,1,28666.0
3070,4750475322,24418,1472,False,1063,0,28666.0
3071,4750637694,24418,1655,False,1064,1,26000.0
3072,4750637694,24418,1656,False,1064,1,26000.0
3073,4750637694,24418,1657,False,1064,1,26000.0
3074,4750767645,24418,2150,False,1065,0,25000.0
3075,4750767645,24418,2151,False,1065,1,25000.0
3076,4750767645,24418,2152,False,1065,0,25000.0
3077,4751002985,24418,9758,True,1067,-1,
3078,4751111488,24418,2300,False,1068,1,20666.0
3079,4751111488,24418,2301,False,1068,1,20666.0
3080,4751111488,24418,2299,False,1068,1,20666.0
3081,4751243303,24418,1664,False,1066,1,23333.0
3082,4751243303,24418,1666,False,1066,0,23333.0
3083,4751243303,24418,1665,False,1066,1,23333.0
3084,4751418440,24418,1425,False,1069,0,24333.0
3085,4751418440,24418,1424,False,1069,1,24333.0
3086,4751418440,24418,1426,False,1069,1,24333.0
3087,4751597714,24418,1888,False,1070,0,26666.0
3088,4751597714,24418,1886,False,1070,1,26666.0
3089,4751597714,24418,1887,False,1070,1,26666.0
3090,4752453592,24418,6561,False,1072,1,26666.0
3091,4752453592,24418,6563,False,1072,0,26666.0
3092,4752453592,24418,6564,False,1072,0,26666.0
3093,4752453592,24418,6562,False,1072,1,26666.0
3094,4752642544,24418,6903,False,1073,1,41750.0
3095,4752642544,24418,6901,False,1073,1,41750.0
3096,4752642544,24418,6902,False,1073,1,41750.0
3097,4752642544,24418,6900,False,1073,1,41750.0
3098,4752800236,24418,6849,False,1075,1,29750.0
3099,4752800236,24418,6850,False,1075,1,29750.0
3100,4752800236,24418,6851,False,1075,1,29750.0
3101,4752800236,24418,6852,False,1075,0,29750.0
3102,4828913743,24418,4667,False,1076,1,26250.0
3103,4828959565,24418,5328,False,1077,1,25000.0
3104,4829027417,24418,8971,False,1078,0,17000.0
3105,4829091874,24418,6251,False,1079,1,41000.0
3106,4829145292,24418,5833,False,1080,1,36000.0
3107,4829196295,24418,4798,False,1081,0,39000.0
3108,4829257054,24418,8436,False,1082,0,33000.0
3109,4829335607,24418,4836,False,1083,1,29000.0
3110,4829421241,24418,5350,False,1084,0,38000.0
3111,4829479578,24418,9720,False,1085,1,48000.0
3112,4829512922,24418,3786,False,1086,1,32000.0
3113,4829556643,24418,4496,False,1087,0,17000.0
3114,4829618642,24418,4257,False,1088,0,13000.0
3115,4829869343,24418,12472,True,1090,-1,
3116,4829905738,24418,4725,False,1091,1,16000.0
3117,4829927153,24418,4807,False,1092,1,24000.0
3118,4829953172,24418,4974,False,1089,1,6000.0
3119,4830020948,24418,8191,False,1093,0,17000.0
3120,4830088937,24418,3855,False,1094,1,34000.0
3121,4830115589,24418,6147,False,1095,1,33000.0
3122,4830141081,24418,5254,False,1096,1,17000.0
3123,4830177134,24418,8723,False,1097,1,13000.0
3124,4830254182,24418,4490,False,1098,0,11000.0
3125,4830588750,24418,7949,True,1100,-1,
3126,4830610902,24418,3858,False,1101,1,30000.0
3127,4830629321,24418,4490,False,1102,1,9000.0
3128,4830648277,24418,8470,False,1099,1,4000.0
3129,4830684968,24418,5190,False,1103,1,15000.0
3130,4830700044,24418,9213,False,1104,1,28000.0
3131,4830746019,24418,5707,False,1105,1,8000.0
3132,4830789117,24418,5185,False,1106,1,40000.0
3133,4830812091,24418,4277,False,1107,0,38000.0
3134,4830845766,24418,9095,False,1108,1,16000.0
3135,4830873891,24418,5038,False,1109,1,26000.0
3136,4830891378,24418,4560,False,1110,1,19000.0
3137,4830912003,24418,5029,False,1111,0,7000.0
3138,4831425620,24418,917,False,1112,1,9000.0
3139,4831485500,24418,1196,False,1113,1,16000.0
3140,4831549970,24418,472,False,1114,1,16000.0
3141,4831577229,24418,1188,False,1115,1,19000.0
3142,4831613755,24418,839,False,1116,1,17000.0
3143,4831647973,24418,1080,False,1117,1,18000.0
3144,4831672509,24418,664,False,1118,1,15000.0
3145,4831730941,24418,551,False,1119,1,18000.0
3146,4831795482,24418,333,False,1120,1,19000.0
3147,4831835466,24418,302,False,1121,1,18000.0
3148,4831863167,24418,1251,False,1122,1,17000.0
3149,4831887560,24418,1031,False,1123,1,14000.0
3150,4831920518,24418,867,False,1124,0,16000.0
3151,4831948866,24418,1349,False,1125,1,17000.0
3152,4832024218,24418,870,False,1126,0,14000.0
3153,4832109898,24418,1374,False,1127,0,24000.0
3154,4832162530,24418,1057,False,1128,1,19000.0
3155,4832210241,24418,1107,False,1129,0,18000.0
3156,4832244840,24418,397,False,1130,1,17000.0
3157,4832267544,24418,1115,False,1131,1,15000.0
3158,4832303251,24418,1240,False,1132,0,15000.0
3159,4832346390,24418,740,False,1133,1,19000.0
3160,4832373342,24418,277,False,1134,0,14000.0
3161,4832399935,24418,789,False,1135,1,17000.0
3162,4832424102,24418,1374,False,1136,1,17000.0
3163,4832450887,24418,1240,False,1137,1,18000.0
3164,4832936959,24418,23841,True,1074,-1,
3165,4833010438,24418,6577,False,1138,1,16000.0
3166,4833010438,24418,6578,False,1138,1,16000.0
3167,4833010438,24418,6579,False,1138,1,16000.0
3168,4833010438,24418,6580,False,1138,1,16000.0
3169,4833122646,24418,1460,False,1139,1,16750.0
3170,4833122646,24418,1461,False,1139,1,16750.0
3171,4833122646,24418,1462,False,1139,1,16750.0
3172,4833253024,24418,1917,False,1140,1,24000.0
3173,4833253024,24418,1916,False,1140,0,24000.0
3174,4833253024,24418,1918,False,1140,0,24000.0
3175,4833405184,24418,1637,False,1141,1,28333.0
3176,4833405184,24418,1638,False,1141,1,28333.0
3177,4833405184,24418,1639,False,1141,0,28333.0
3178,4833540326,24418,2248,False,1142,1,28666.0
3179,4833540326,24418,2249,False,1142,0,28666.0
3180,4833540326,24418,2250,False,1142,0,28666.0
3181,4833698484,24418,2493,False,1143,0,20666.0
3182,4833698484,24418,2492,False,1143,1,20666.0
3183,4833698484,24418,2491,False,1143,0,20666.0
3184,4833861411,24418,5266,True,1145,-1,
3185,4833934567,24418,2153,False,1146,1,28333.0
3186,4833934567,24418,2154,False,1146,1,28333.0
3187,4833934567,24418,2155,False,1146,0,28333.0
3188,4834026204,24418,1560,False,1144,1,21000.0
3189,4834026204,24418,1561,False,1144,1,21000.0
3190,4834026204,24418,1559,False,1144,1,21000.0
3191,4834144477,24418,2002,False,1147,0,26666.0
3192,4834144477,24418,2000,False,1147,0,26666.0
3193,4834144477,24418,2001,False,1147,0,26666.0
3194,5001054899,24418,2850,False,1148,0,28000.0
3195,5001054899,24418,2848,False,1148,1,28000.0
3196,5001054899,24418,2849,False,1148,1,28000.0
3197,5001214533,24418,10689,False,1149,1,24666.0
3198,5001214533,24418,10690,False,1149,1,24666.0
3199,5001214533,24418,10691,False,1149,1,24666.0
3200,5001350984,24418,2600,False,1150,1,23666.0
3201,5001350984,24418,2599,False,1150,1,23666.0
3202,5001350984,24418,2601,False,1150,1,23666.0
3203,5001483218,24418,3007,False,1151,0,20000.0
3204,5001483218,24418,3008,False,1151,1,20000.0
3205,5001483218,24418,3006,False,1151,1,20000.0
3206,5001638783,24418,3425,False,1152,1,23333.0
3207,5001638783,24418,3423,False,1152,0,23333.0
3208,5001638783,24418,3424,False,1152,1,23333.0
3209,5001819469,24418,3381,False,1153,1,22666.0
3210,5001819469,24418,3383,False,1153,0,22666.0
3211,5001819469,24418,3382,False,1153,1,22666.0
3212,5002015696,24418,3367,False,1154,1,22666.0
3213,5002015696,24418,3368,False,1154,0,22666.0
3214,5002015696,24418,3366,False,1154,1,22666.0
3215,5002162694,24418,3379,False,1155,0,24333.0
3216,5002162694,24418,3378,False,1155,1,24333.0
3217,5002162694,24418,3380,False,1155,1,24333.0
3218,5002242712,24418,8387,False,1156,1,20333.0
3219,5002265905,24418,4645,False,1157,1,17000.0
3220,5002307215,24418,5449,False,1158,0,9000.0
3221,5002336501,24418,5450,False,1159,1,17000.0
3222,5002384833,24418,9030,False,1160,0,6000.0
3223,5002498544,24418,5713,False,1161,1,21000.0
3224,5002616974,24418,5173,False,1162,0,24000.0
3225,5002912761,24418,6137,True,1164,-1,
3226,5002932539,24418,5029,False,1165,1,18000.0
3227,5002947421,24418,5173,False,1166,1,9000.0
3228,5002979704,24418,4501,False,1163,0,3000.0
3229,5003027695,24418,8746,False,1167,0,8000.0
3230,5003071550,24418,3975,False,1168,1,8000.0
3231,5003125848,24418,4152,False,1169,0,23000.0
3232,5003167390,24418,4692,False,1170,0,42000.0
3233,5003222728,24418,9596,False,1171,0,22000.0
3234,5003289526,24418,6124,False,1172,1,30000.0
3235,5003356062,24418,4720,False,1173,1,34000.0
3236,5003394724,24418,4405,False,1174,1,40000.0
3237,5003421129,24418,9451,False,1175,1,22000.0
3238,5003439647,24418,5423,False,1176,1,12000.0
3239,5003481532,24418,4444,False,1177,0,9000.0
3240,5003527075,24418,5336,False,1178,0,21000.0
3241,5003622911,24418,4476,False,1179,0,17000.0
3242,5003698897,24418,4108,False,1180,0,18000.0
3243,5003800342,24418,7899,False,1181,0,39000.0
3244,5003840515,24418,83,False,1182,1,21000.0
3245,5003875520,24418,10600,False,1183,1,21000.0
3246,5003920692,24418,56,False,1184,1,20000.0
3247,5003968305,24418,78,False,1185,1,21000.0
3248,5004000633,24418,113,False,1186,1,21000.0
3249,5004039893,24418,10468,False,1187,1,21000.0
3250,5004097204,24418,15,False,1188,1,21000.0
3251,5004156047,24418,73,False,1189,1,24000.0
3252,5004204786,24418,94,False,1190,1,20000.0
3253,5004259581,24418,10391,False,1191,0,20000.0
3254,5004296091,24418,31,False,1192,1,21000.0
3255,5004333189,24418,106,False,1193,0,8000.0
3256,5004368640,24418,131,False,1194,1,20000.0
3257,5004398008,24418,10511,False,1195,1,18000.0
3258,5004442344,24418,7936,False,1196,1,18000.0
3259,5004494087,24418,7910,False,1197,0,22000.0
3260,5004536313,24418,53,False,1198,1,20000.0
3261,5004574152,24418,10671,False,1199,1,22000.0
3262,5004609964,24418,7851,False,1200,1,21000.0
3263,5005148161,24418,6501,False,1201,1,20000.0
3264,5005148161,24418,6502,False,1201,1,20000.0
3265,5005148161,24418,6503,False,1201,0,20000.0
3266,5005148161,24418,6504,False,1201,1,20000.0
3267,5005315787,24418,6923,False,1202,0,28750.0
3268,5005315787,24418,6921,False,1202,1,28750.0
3269,5005315787,24418,6920,False,1202,1,28750.0
3270,5005315787,24418,6922,False,1202,0,28750.0
3271,5005422828,24418,4118,True,1204,-1,
3272,5005441551,24418,6922,False,1205,1,26750.0
3273,5005441551,24418,6921,False,1205,1,26750.0
3274,5005441551,24418,6920,False,1205,1,26750.0
3275,5005441551,24418,6923,False,1205,1,26750.0
3276,5005516274,24418,6626,False,1203,1,3000.0
3277,5005516274,24418,6627,False,1203,1,3000.0
3278,5005516274,24418,6625,False,1203,1,3000.0
3279,5005516274,24418,6628,False,1203,1,3000.0
3280,5005652836,24418,6907,False,1206,0,16500.0
3281,5005652836,24418,6906,False,1206,1,16500.0
3282,5005652836,24418,6905,False,1206,1,16500.0
3283,5005652836,24418,6904,False,1206,1,16500.0
3284,5005841613,24418,10250,False,1207,0,29000.0
3285,5005841613,24418,10249,False,1207,1,29000.0
3286,5005841613,24418,10251,False,1207,1,29000.0
3287,5005841613,24418,10248,False,1207,0,29000.0
3288,5005941671,24418,450,False,1208,1,35750.0
3289,5005979310,24418,939,False,1209,1,14000.0
3290,5006019153,24418,669,False,1210,1,20000.0
3291,5006063034,24418,369,False,1211,0,17000.0
3292,5006101221,24418,205,False,1212,1,17000.0
3293,5006144504,24418,564,False,1213,0,15000.0
3294,5006190195,24418,424,False,1215,1,20000.0
3295,5006225802,24418,1107,False,1216,1,19000.0
3296,5006268808,24418,1142,False,1217,1,17000.0
3297,5006306032,24418,1085,False,1218,1,15000.0
3298,5006333289,24418,564,False,1219,1,15000.0
3299,5006367957,24418,707,False,1214,1,15000.0
3300,5006415943,24418,446,False,1220,0,18000.0
3301,5006466386,24418,1245,False,1221,0,16000.0
3302,5006500932,24418,1046,False,1222,1,18000.0
3303,5006526049,24418,241,False,1223,1,15000.0
3304,5006563858,24418,994,False,1224,1,19000.0
3305,5006607107,24418,1148,False,1225,1,18000.0
3306,5006648433,24418,590,False,1226,1,16000.0
3307,5006676793,24418,684,False,1227,1,20000.0
3308,5006707329,24418,901,False,1228,0,14000.0
3309,5006742791,24418,1344,False,1229,1,18000.0
3310,5006773454,24418,824,False,1230,1,18000.0
3311,5006797576,24418,901,False,1231,1,17000.0
3312,5006812897,24418,446,False,1232,1,10000.0
3313,5006848093,24418,277,False,1233,1,9000.0
3314,5097325744,24418,2544,False,1234,1,21000.0
3315,5097325744,24418,2543,False,1234,0,21000.0
3316,5097325744,24418,2542,False,1234,0,21000.0
3317,5097469772,24418,1739,False,1235,1,27333.0
3318,5097469772,24418,1740,False,1235,1,27333.0
3319,5097469772,24418,1741,False,1235,1,27333.0
3320,5097634441,24418,2335,False,1236,1,25333.0
3321,5097634441,24418,2336,False,1236,0,25333.0
3322,5097634441,24418,2337,False,1236,1,25333.0
3323,5097781896,24418,2081,False,1237,1,28333.0
3324,5097781896,24418,2083,False,1237,1,28333.0
3325,5097781896,24418,2082,False,1237,1,28333.0
3326,5097923510,24418,1531,False,1238,1,26000.0
3327,5097923510,24418,1529,False,1238,0,26000.0
3328,5097923510,24418,1530,False,1238,0,26000.0
3329,5098068851,24418,2382,False,1239,1,24666.0
3330,5098068851,24418,2381,False,1239,0,24666.0
3331,5098068851,24418,2380,False,1239,1,24666.0
3332,5098171910,24418,2164,False,1240,0,23333.0
3333,5098171910,24418,2163,False,1240,1,23333.0
3334,5098171910,24418,2162,False,1240,1,23333.0
3335,5098384101,24418,2877,False,1241,1,22000.0
3336,5098384101,24418,2879,False,1241,0,22000.0
3337,5098384101,24418,2878,False,1241,1,22000.0
3338,5098549300,24418,10718,False,1242,0,22333.0
3339,5098549300,24418,10716,False,1242,1,22333.0
3340,5098549300,24418,10717,False,1242,0,22333.0
3341,5098731262,24418,3445,False,1243,0,22666.0
3342,5098731262,24418,3444,False,1243,1,22666.0
3343,5098731262,24418,3446,False,1243,1,22666.0
3344,5098919591,24418,2871,False,1244,0,26333.0
3345,5098919591,24418,2872,False,1244,1,26333.0
3346,5098919591,24418,2873,False,1244,1,26333.0
3347,5099106605,24418,3178,False,1245,1,24333.0
3348,5099106605,24418,3177,False,1245,1,24333.0
3349,5099106605,24418,3179,False,1245,0,24333.0
3350,5099259672,24418,3019,False,1246,1,22666.0
